cpus=64
          cg.C.x-2986  [001]     0.000000:          sched_process_exec:   filename=/root/benchmarks/NPB3.4.2/NPB3.4-OMP/bin/cg.C.x pid=2986 old_pid=2986
    tmux: server-2003  [034]     0.001154: (+2)     sched_wake_idle_without_ipi: cpu=32
          <idle>-0     [032]     0.001156: (+2)     sched_wakeup:         kworker/u129:18:438 [120] CPU:032
          <idle>-0     [032]     0.001157: (+1)     sched_switch:         swapper/32:0 [120] R ==> kworker/u129:18:438 [120]
 kworker/u129:18-438   [032]     0.001160: (+3)     sched_waking:         comm=sshd pid=1918 prio=120 target_cpu=034
    tmux: server-2003  [034]     0.001162: (+2)     sched_switch:         tmux: server:2003 [120] S ==> swapper/34:0 [120]
 kworker/u129:18-438   [032]     0.001165: (+3)     sched_switch:         kworker/u129:18:438 [120] I ==> swapper/32:0 [120]
          <idle>-0     [034]     0.001166: (+1)     sched_wakeup:         sshd:1918 [120] CPU:034
          <idle>-0     [034]     0.001167: (+1)     sched_switch:         swapper/34:0 [120] R ==> sshd:1918 [120]
            sshd-1918  [034]     0.001243: (+76)    sched_switch:         sshd:1918 [120] S ==> swapper/34:0 [120]
          <idle>-0     [032]     0.001686: (+443)   sched_waking:         comm=kworker/32:1 pid=488 prio=120 target_cpu=032
          cg.C.x-2986  [000]     0.001688: (+2)     sched_waking:         comm=rcu_preempt pid=17 prio=120 target_cpu=040
          <idle>-0     [032]     0.001688: (+0)     sched_wakeup:         kworker/32:1:488 [120] CPU:032
          <idle>-0     [032]     0.001692: (+4)     sched_switch:         swapper/32:0 [120] R ==> kworker/32:1:488 [120]
          <idle>-0     [040]     0.001693: (+1)     sched_wakeup:         rcu_preempt:17 [120] CPU:040
          <idle>-0     [040]     0.001696: (+3)     sched_switch:         swapper/40:0 [120] R ==> rcu_preempt:17 [120]
    kworker/32:1-488   [032]     0.001698: (+2)     sched_switch:         kworker/32:1:488 [120] I ==> swapper/32:0 [120]
     rcu_preempt-17    [040]     0.001700: (+2)     sched_switch:         rcu_preempt:17 [120] I ==> swapper/40:0 [120]
          cg.C.x-2986  [000]     0.001957: (+257)   bprint:               change_prot_numa: NUMAB SCAN vma[start:0x55d32022c000, end:0x55d32022d000, from:0x55d32022c000, to:0x55d32022d000, size:4 KB]
          cg.C.x-2986  [000]     0.001959: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x55d32022d000, end:0x55d32022e000, from:0x55d32022d000, to:0x55d32022e000, size:4 KB]
          cg.C.x-2986  [000]     0.001961: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x55d322145000, end:0x55d322166000, from:0x55d322145000, to:0x55d322166000, size:132 KB]
          cg.C.x-2986  [000]     0.001962: (+1)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6e6200000, end:0x7fa6ef50f000, from:0x7fa6e6200000, to:0x7fa6ef50f000, size:150588 KB]
          cg.C.x-2986  [000]     0.001964: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6ef600000, end:0x7fa6f887d000, from:0x7fa6ef600000, to:0x7fa6f887d000, size:150004 KB]
          cg.C.x-2986  [000]     0.001966: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f8d8c000, end:0x7fa6f8e1f000, from:0x7fa6f8d8c000, to:0x7fa6f8e1f000, size:588 KB]
          cg.C.x-2986  [000]     0.001967: (+1)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f8ff1000, end:0x7fa6f8ff3000, from:0x7fa6f8ff1000, to:0x7fa6f8ff3000, size:8 KB]
          cg.C.x-2986  [000]     0.001969: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f8ff3000, end:0x7fa6f9000000, from:0x7fa6f8ff3000, to:0x7fa6f9000000, size:52 KB]
          cg.C.x-2986  [000]     0.001972: (+3)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f92c8000, end:0x7fa6f92ca000, from:0x7fa6f92c8000, to:0x7fa6f92ca000, size:8 KB]
          cg.C.x-2986  [000]     0.001974: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f92fd000, end:0x7fa6f9300000, from:0x7fa6f92fd000, to:0x7fa6f9300000, size:12 KB]
          cg.C.x-2986  [000]     0.001976: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f9346000, end:0x7fa6f9347000, from:0x7fa6f9346000, to:0x7fa6f9347000, size:4 KB]
          cg.C.x-2986  [000]     0.001977: (+1)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f9347000, end:0x7fa6f9349000, from:0x7fa6f9347000, to:0x7fa6f9349000, size:8 KB]
          cg.C.x-2986  [000]     0.001980: (+3)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f9368000, end:0x7fa6f9369000, from:0x7fa6f9368000, to:0x7fa6f9369000, size:4 KB]
          cg.C.x-2986  [000]     0.001981: (+1)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f93b0000, end:0x7fa6f93b1000, from:0x7fa6f93b0000, to:0x7fa6f93b1000, size:4 KB]
          cg.C.x-2986  [000]     0.001983: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f948f000, end:0x7fa6f9490000, from:0x7fa6f948f000, to:0x7fa6f9490000, size:4 KB]
          cg.C.x-2986  [000]     0.001984: (+1)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f949a000, end:0x7fa6f949c000, from:0x7fa6f949a000, to:0x7fa6f949c000, size:8 KB]
          cg.C.x-2986  [000]     0.001986: (+2)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7fa6f94ce000, end:0x7fa6f94d0000, from:0x7fa6f94ce000, to:0x7fa6f94d0000, size:8 KB]
          cg.C.x-2986  [000]     0.001987: (+1)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7ffe51682000, end:0x7ffe516a3000, from:0x7ffe51682000, to:0x7ffe516a3000, size:132 KB]
          cg.C.x-2986  [000]     0.001990: (+3)     bprint:               change_prot_numa: NUMAB SCAN vma[start:0x7ffe517d7000, end:0x7ffe517d9000, from:0x7ffe517d7000, to:0x7ffe517d9000, size:8 KB]
          cg.C.x-2986  [000]     0.001992: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f92fe4e8, phys:0x186c625000, pfn:0x186c625, nid:1, npages:1]
          cg.C.x-2986  [000]     0.001993: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f92fe4e8, phys:0x186c625000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002022: (+29)    bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x186c625000, nid:1, npages:1], new[phys:0x13d003000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002026: (+4)     bprint:               do_huge_pmd_numa_page: NUMAB MEM ACCESS huge page process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6e6200000, ker:0xffff93f2d3800000, pfn:0x153800, nid:0, npages:512]
          cg.C.x-2986  [000]     0.002028: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff137c, phys:0x1857655000, pfn:0x1857655, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002029: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff137c, phys:0x1857655000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002033: (+4)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x1857655000, nid:1, npages:1], new[phys:0x3780c6000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002036: (+3)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7ffe5169fee0, phys:0x186cd4b000, pfn:0x186cd4b, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002037: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7ffe5169fee0, phys:0x186cd4b000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002039: (+2)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x186cd4b000, nid:1, npages:1], new[phys:0x3780c7000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002041: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f92fdbe8, phys:0x186c565000, pfn:0x186c565, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002042: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f92fdbe8, phys:0x186c565000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002045: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x186c565000, nid:1, npages:1], new[phys:0x153a4e000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002048: (+3)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff849c, phys:0x185f609000, pfn:0x185f609, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002048: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff849c, phys:0x185f609000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002052: (+4)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185f609000, nid:1, npages:1], new[phys:0x153a4f000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002054: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x55d32022c038, phys:0x18649ea000, pfn:0x18649ea, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002054: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x55d32022c038, phys:0x18649ea000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002057: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x18649ea000, nid:1, npages:1], new[phys:0x153a50000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002059: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff95d8, phys:0x185768e000, pfn:0x185768e, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002059: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff95d8, phys:0x185768e000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002062: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185768e000, nid:1, npages:1], new[phys:0x153a51000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.002064: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff24a0, phys:0x1866b1c000, pfn:0x1866b1c, nid:1, npages:1]
          cg.C.x-2986  [000]     0.002065: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff24a0, phys:0x1866b1c000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.002068: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x1866b1c000, nid:1, npages:1], new[phys:0x153a52000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003959: (+1891)  bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7ffe516a0210, phys:0x186c669000, pfn:0x186c669, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003959: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7ffe516a0210, phys:0x186c669000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003963: (+4)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x186c669000, nid:1, npages:1], new[phys:0x113d65000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003966: (+3)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f94cf360, phys:0x185e33e000, pfn:0x185e33e, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003966: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f94cf360, phys:0x185e33e000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003970: (+4)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185e33e000, nid:1, npages:1], new[phys:0x13a1df000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003971: (+1)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f93477e8, phys:0x185ea47000, pfn:0x185ea47, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003972: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f93477e8, phys:0x185ea47000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003974: (+2)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185ea47000, nid:1, npages:1], new[phys:0x113792000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003976: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f94ceab8, phys:0x186df1c000, pfn:0x186df1c, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003977: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f94ceab8, phys:0x186df1c000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003980: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x186df1c000, nid:1, npages:1], new[phys:0x13a149000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003982: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f949a438, phys:0x185ebb3000, pfn:0x185ebb3, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003983: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f949a438, phys:0x185ebb3000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003986: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185ebb3000, nid:1, npages:1], new[phys:0x153b4c000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003988: (+2)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f949b196, phys:0x1856e9a000, pfn:0x1856e9a, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003988: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f949b196, phys:0x1856e9a000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003991: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x1856e9a000, nid:1, npages:1], new[phys:0x113228000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.003995: (+4)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f93b03d9, phys:0x186cc4b000, pfn:0x186cc4b, nid:1, npages:1]
          cg.C.x-2986  [000]     0.003995: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f93b03d9, phys:0x186cc4b000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.003998: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x186cc4b000, nid:1, npages:1], new[phys:0x13a873000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.004003: (+5)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f93480c8, phys:0x185e3cb000, pfn:0x185e3cb, nid:1, npages:1]
          cg.C.x-2986  [000]     0.004004: (+1)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f93480c8, phys:0x185e3cb000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.004007: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185e3cb000, nid:1, npages:1], new[phys:0x139cbb000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.004020: (+13)    bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff7ac0, phys:0x185dd4c000, pfn:0x185dd4c, nid:1, npages:1]
          cg.C.x-2986  [000]     0.004020: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7fa6f8ff7ac0, phys:0x185dd4c000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.004023: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x185dd4c000, nid:1, npages:1], new[phys:0x1123f7000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.004027: (+4)     bprint:               __handle_mm_fault: NUMAB MEM ACCESS process[nid:0, cpu:0, pid:2986], folio[virt:0x7ffe5169e1b8, phys:0x1856cf3000, pfn:0x1856cf3, nid:1, npages:1]
          cg.C.x-2986  [000]     0.004027: (+0)     bprint:               __handle_mm_fault: NUMAB TRY MEM MIGR process[nid:0, cpu:0, pid:2986], folio[virt:0x7ffe5169e1b8, phys:0x1856cf3000, nid:1], target_nid:0
          cg.C.x-2986  [000]     0.004030: (+3)     bprint:               __handle_mm_fault: NUMAB COMPLETED MEM MIGR process[nid:0, cpu:0, pid:2986], old[phys:0x1856cf3000, nid:1, npages:1], new[phys:0x112320000, nid:0, npages:1]
          cg.C.x-2986  [000]     0.004076: (+46)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2987
          cg.C.x-2986  [000]     0.004079: (+3)     sched_wakeup_new:     cg.C.x:2987 [120] CPU:000
          cg.C.x-2986  [000]     0.004085: (+6)     sched_migrate_task:   comm=cg.C.x pid=2987 prio=120 orig_cpu=0 dest_cpu=2
          cg.C.x-2986  [000]     0.004088: (+3)     sched_wake_idle_without_ipi: cpu=2
          cg.C.x-2986  [000]     0.004109: (+21)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2988
          cg.C.x-2986  [000]     0.004111: (+2)     sched_wakeup_new:     cg.C.x:2988 [120] CPU:000
          cg.C.x-2986  [000]     0.004113: (+2)     sched_migrate_task:   comm=cg.C.x pid=2988 prio=120 orig_cpu=0 dest_cpu=4
          cg.C.x-2986  [000]     0.004115: (+2)     sched_wake_idle_without_ipi: cpu=4
          <idle>-0     [002]     0.004129: (+14)    sched_switch:         swapper/2:0 [120] R ==> cg.C.x:2987 [120]
          cg.C.x-2986  [000]     0.004155: (+26)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2989
          cg.C.x-2986  [000]     0.004156: (+1)     sched_wakeup_new:     cg.C.x:2989 [120] CPU:000
          cg.C.x-2986  [000]     0.004159: (+3)     sched_migrate_task:   comm=cg.C.x pid=2989 prio=120 orig_cpu=0 dest_cpu=6
          cg.C.x-2986  [000]     0.004162: (+3)     sched_wake_idle_without_ipi: cpu=6
          <idle>-0     [004]     0.004163: (+1)     sched_switch:         swapper/4:0 [120] R ==> cg.C.x:2988 [120]
          cg.C.x-2986  [000]     0.004184: (+21)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2990
          cg.C.x-2986  [000]     0.004185: (+1)     sched_wakeup_new:     cg.C.x:2990 [120] CPU:000
          cg.C.x-2986  [000]     0.004188: (+3)     sched_migrate_task:   comm=cg.C.x pid=2990 prio=120 orig_cpu=0 dest_cpu=8
          cg.C.x-2986  [000]     0.004191: (+3)     sched_wake_idle_without_ipi: cpu=8
          cg.C.x-2986  [000]     0.004211: (+20)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2991
          <idle>-0     [006]     0.004212: (+1)     sched_switch:         swapper/6:0 [120] R ==> cg.C.x:2989 [120]
          cg.C.x-2986  [000]     0.004213: (+1)     sched_wakeup_new:     cg.C.x:2991 [120] CPU:000
          cg.C.x-2986  [000]     0.004231: (+18)    sched_migrate_task:   comm=cg.C.x pid=2991 prio=120 orig_cpu=0 dest_cpu=10
          cg.C.x-2986  [000]     0.004234: (+3)     sched_wake_idle_without_ipi: cpu=10
          <idle>-0     [008]     0.004243: (+9)     sched_switch:         swapper/8:0 [120] R ==> cg.C.x:2990 [120]
          cg.C.x-2986  [000]     0.004260: (+17)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2992
          cg.C.x-2986  [000]     0.004261: (+1)     sched_wakeup_new:     cg.C.x:2992 [120] CPU:000
          cg.C.x-2986  [000]     0.004264: (+3)     sched_migrate_task:   comm=cg.C.x pid=2992 prio=120 orig_cpu=0 dest_cpu=12
          cg.C.x-2986  [000]     0.004267: (+3)     sched_wake_idle_without_ipi: cpu=12
          cg.C.x-2986  [000]     0.004301: (+34)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2993
          cg.C.x-2986  [000]     0.004302: (+1)     sched_wakeup_new:     cg.C.x:2993 [120] CPU:000
          cg.C.x-2986  [000]     0.004304: (+2)     sched_migrate_task:   comm=cg.C.x pid=2993 prio=120 orig_cpu=0 dest_cpu=14
          cg.C.x-2986  [000]     0.004307: (+3)     sched_wake_idle_without_ipi: cpu=14
          <idle>-0     [010]     0.004308: (+1)     sched_switch:         swapper/10:0 [120] R ==> cg.C.x:2991 [120]
          <idle>-0     [012]     0.004317: (+9)     sched_switch:         swapper/12:0 [120] R ==> cg.C.x:2992 [120]
          cg.C.x-2986  [000]     0.004371: (+54)    sched_process_fork:   comm=cg.C.x pid=2986 child_comm=cg.C.x child_pid=2994
          <idle>-0     [014]     0.004372: (+1)     sched_switch:         swapper/14:0 [120] R ==> cg.C.x:2993 [120]
          cg.C.x-2986  [000]     0.004373: (+1)     sched_wakeup_new:     cg.C.x:2994 [120] CPU:000
